batch	id	coverage_targets	type	text	source	reading_evidence	linguistic	naturalness	user_burden	safety	license	product	review_notes	reviewed_by	reviewed_at
6	sentence-authored-po0-002	po0	short_sentence	她陪婆婆去散步	VoxFlame authored candidate	婆婆 [po2 po5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	word-po0-婆婆	po0	word	婆婆	CC-CEDICT	婆婆 [po2 po5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-qiao4-001	qiao4	short_sentence	这段山坡十分陡峭	VoxFlame authored candidate	陡峭 [dou3 qiao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-qiao4-002	qiao4	short_sentence	前方山路有些陡峭	VoxFlame authored candidate	陡峭 [dou3 qiao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	word-qiao4-陡峭	qiao4	word	陡峭	CC-CEDICT	陡峭 [dou3 qiao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-333374	qie2	short_sentence	番茄容易遭受很多病害。	Tatoeba	番茄 [fan1 qie2] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
6	sentence-358981	qie2	short_sentence	严格地讲,番茄是水果。	Tatoeba	番茄 [fan1 qie2] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
6	word-qie2-番茄	qie2	word	番茄	CC-CEDICT	番茄 [fan1 qie2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-qin3-001	qin3	short_sentence	寝室晚上准时熄灯	VoxFlame authored candidate	寝室 [qin3 shi4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-qin3-002	qin3	short_sentence	请保持寝室安静	VoxFlame authored candidate	寝室 [qin3 shi4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	word-qin3-寝室	qin3	word	寝室	CC-CEDICT	寝室 [qin3 shi4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-qiu3-001	qiu3	short_sentence	这件事让我出糗了	VoxFlame authored candidate	出糗 [chu1 qiu3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-qiu3-002	qiu3	short_sentence	偶尔出糗也没关系	VoxFlame authored candidate	出糗 [chu1 qiu3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	word-qiu3-出糗	qiu3	word	出糗	CC-CEDICT	出糗 [chu1 qiu3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-rao2-001	rao2	short_sentence	这里的土地十分富饶	VoxFlame authored candidate	富饶 [fu4 rao2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-rao2-002	rao2	short_sentence	这片平原物产富饶	VoxFlame authored candidate	富饶 [fu4 rao2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	word-rao2-富饶	rao2	word	富饶	CC-CEDICT	富饶 [fu4 rao2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-reng1-001	reng1	short_sentence	请把空瓶扔掉	VoxFlame authored candidate	扔掉 [reng1 diao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-reng1-002	reng1	short_sentence	坏掉的纸盒可以扔掉	VoxFlame authored candidate	扔掉 [reng1 diao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	word-reng1-扔掉	reng1	word	扔掉	CC-CEDICT	扔掉 [reng1 diao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-rong3-001	rong3	short_sentence	这份说明过于冗长	VoxFlame authored candidate	冗长 [rong3 chang2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-rong3-002	rong3	short_sentence	请删去冗长的段落	VoxFlame authored candidate	冗长 [rong3 chang2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	word-rong3-冗长	rong3	word	冗长	CC-CEDICT	冗长 [rong3 chang2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
6	sentence-authored-rui3-001	rui3	short_sentence	请用石蕊试纸检测	VoxFlame authored candidate	石蕊试纸 [shi2 rui3 shi4 zhi3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-authored-rui3-002	rui3	short_sentence	石蕊试纸变成红色	VoxFlame authored candidate	石蕊试纸 [shi2 rui3 shi4 zhi3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	word-rui3-石蕊	rui3	word	石蕊	CC-CEDICT	石蕊 [shi2 rui3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-332742	san3	short_sentence	我错拿了你的雨伞。	Tatoeba	雨伞 [yu3 san3] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	sentence-authored-san3-001	san3	short_sentence	出门记得带上雨伞	VoxFlame authored candidate	雨伞 [yu3 san3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	word-san3-雨伞	san3	word	雨伞	CC-CEDICT	雨伞 [yu3 san3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-335486	sang3	short_sentence	我只是想要听听你的嗓音。	Tatoeba	嗓音 [sang3 yin1] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	sentence-336183	sang3	short_sentence	她提高了她的嗓音。	Tatoeba	嗓音 [sang3 yin1] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	word-sang3-嗓音	sang3	word	嗓音	CC-CEDICT	嗓音 [sang3 yin1] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-346693	sang4	short_sentence	他很沮丧。	Tatoeba	沮丧 [ju3 sang4] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	sentence-464754	sang4	short_sentence	目前,他情绪沮丧。	Tatoeba	沮丧 [ju3 sang4] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	word-sang4-沮丧	sang4	word	沮丧	CC-CEDICT	沮丧 [ju3 sang4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-authored-sao4-001	sao4	short_sentence	请把扫帚放回原处	VoxFlame authored candidate	扫帚 [sao4 zhou5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-authored-sao4-002	sao4	short_sentence	这把扫帚很耐用	VoxFlame authored candidate	扫帚 [sao4 zhou5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	word-sao4-扫帚	sao4	word	扫帚	CC-CEDICT	扫帚 [sao4 zhou5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-10303602	shai1	short_sentence	这是一个筛子。	Tatoeba	筛子 [shai1 zi5] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	sentence-authored-shai1-001	shai1	short_sentence	请用筛子过滤细沙	VoxFlame authored candidate	筛子 [shai1 zi5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	word-shai1-筛子	shai1	word	筛子	CC-CEDICT	筛子 [shai1 zi5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-430661	shao2	short_sentence	把勺子给我。	Tatoeba	勺子 [shao2 zi5] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	sentence-466234	shao2	short_sentence	少了一把勺子。	Tatoeba	勺子 [shao2 zi5] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	word-shao2-勺子	shao2	word	勺子	CC-CEDICT	勺子 [shao2 zi5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-authored-shuai3-001	shuai3	short_sentence	请把伞上的水甩掉	VoxFlame authored candidate	甩掉 [shuai3 diao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-authored-shuai3-002	shuai3	short_sentence	先把鞋上的泥甩掉	VoxFlame authored candidate	甩掉 [shuai3 diao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	word-shuai3-甩掉	shuai3	word	甩掉	CC-CEDICT	甩掉 [shuai3 diao4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-13549567	shuan1	short_sentence	螺栓我找到了,螺帽在哪里?	Tatoeba	螺栓 [luo2 shuan1] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	sentence-350674	shuan1	short_sentence	他把门闩上。	Tatoeba	门闩 [men2 shuan1] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	word-shuan1-螺栓	shuan1	word	螺栓	CC-CEDICT	螺栓 [luo2 shuan1] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-4262102	song3	short_sentence	他耸了耸肩。	Tatoeba	耸肩 [song3 jian1] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	sentence-4262103	song3	short_sentence	她耸了耸肩。	Tatoeba	耸肩 [song3 jian1] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
7	word-song3-耸肩	song3	word	耸肩	CC-CEDICT	耸肩 [song3 jian1] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
7	sentence-796917	sui3	short_sentence	个人自由是民主的精髓。	Tatoeba	精髓 [jing1 sui3] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-sui3-001	sui3	short_sentence	这篇文章抓住了精髓	VoxFlame authored candidate	精髓 [jing1 sui3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-sui3-精髓	sui3	word	精髓	CC-CEDICT	精髓 [jing1 sui3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-tang1-001	tang1	short_sentence	请给我一把汤匙	VoxFlame authored candidate	汤匙 [tang1 chi2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-tang1-002	tang1	short_sentence	汤匙放在餐桌上	VoxFlame authored candidate	汤匙 [tang1 chi2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-tang1-汤匙	tang1	word	汤匙	CC-CEDICT	汤匙 [tang1 chi2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-tang4-001	tang4	short_sentence	她打算周末去烫发	VoxFlame authored candidate	烫发 [tang4 fa4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-tang4-002	tang4	short_sentence	这家店可以预约烫发	VoxFlame authored candidate	烫发 [tang4 fa4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-tang4-烫发	tang4	word	烫发	CC-CEDICT	烫发 [tang4 fa4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-805226	tian3	short_sentence	她给了我一个腼腆的笑容。	Tatoeba	腼腆 [mian3 tian3] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-tian3-001	tian3	short_sentence	他笑起来有些腼腆	VoxFlame authored candidate	腼腆 [mian3 tian3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-tian3-腼腆	tian3	word	腼腆	CC-CEDICT	腼腆 [mian3 tian3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-334882	tuan1	short_sentence	这条河水流湍急。	Tatoeba	湍急 [tuan1 ji2] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-tuan1-001	tuan1	short_sentence	这里的水流很湍急	VoxFlame authored candidate	湍急 [tuan1 ji2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-tuan1-湍急	tuan1	word	湍急	CC-CEDICT	湍急 [tuan1 ji2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-469426	tun2	short_sentence	海豚是十分聪明的动物。	Tatoeba	海豚 [hai3 tun2] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
8	sentence-834381	tun2	short_sentence	海豚是哺乳动物。	Tatoeba	海豚 [hai3 tun2] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
8	word-tun2-海豚	tun2	word	海豚	CC-CEDICT	海豚 [hai3 tun2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-476650	wa4	short_sentence	你的袜子上有个大洞。	Tatoeba	袜子 [wa4 zi5] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-wa4-001	wa4	short_sentence	这双袜子已经洗净	VoxFlame authored candidate	袜子 [wa4 zi5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-wa4-袜子	wa4	word	袜子	CC-CEDICT	袜子 [wa4 zi5] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-wai1-001	wai1	short_sentence	墙上的画有些歪斜	VoxFlame authored candidate	歪斜 [wai1 xie2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-wai1-002	wai1	short_sentence	这根木杆已经歪斜	VoxFlame authored candidate	歪斜 [wai1 xie2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-wai1-歪斜	wai1	word	歪斜	CC-CEDICT	歪斜 [wai1 xie2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-332603	xia1	short_sentence	看见新鲜龙虾,我有了食欲。	Tatoeba	龙虾 [long2 xia1] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-xia1-001	xia1	short_sentence	这盘龙虾已经上桌	VoxFlame authored candidate	龙虾 [long2 xia1] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-xia1-龙虾	xia1	word	龙虾	CC-CEDICT	龙虾 [long2 xia1] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-xiao2-001	xiao2	short_sentence	请不要混淆这两个词	VoxFlame authored candidate	混淆 [hun4 xiao2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-xiao2-002	xiao2	short_sentence	请分清容易混淆的词	VoxFlame authored candidate	混淆 [hun4 xiao2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	word-xiao2-混淆	xiao2	word	混淆	CC-CEDICT	混淆 [hun4 xiao2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
8	sentence-authored-xiu3-001	xiu3	short_sentence	这座木桥已经腐朽	VoxFlame authored candidate	腐朽 [fu3 xiu3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-xiu3-002	xiu3	short_sentence	潮湿木板容易腐朽	VoxFlame authored candidate	腐朽 [fu3 xiu3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	word-xiu3-腐朽	xiu3	word	腐朽	CC-CEDICT	腐朽 [fu3 xiu3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-431002	xun1	short_sentence	他的牙齿被烟熏黄了。	Tatoeba	烟熏 [yan1 xun1] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-xun1-001	xun1	short_sentence	这块腊肉经过烟熏	VoxFlame authored candidate	烟熏 [yan1 xun1] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	word-xun1-烟熏	xun1	word	烟熏	CC-CEDICT	烟熏 [yan1 xun1] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-yu1-001	yu1	short_sentence	鞋底沾满了淤泥	VoxFlame authored candidate	淤泥 [yu1 ni2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-yu1-002	yu1	short_sentence	雨后路面都是淤泥	VoxFlame authored candidate	淤泥 [yu1 ni2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	word-yu1-淤泥	yu1	word	淤泥	CC-CEDICT	淤泥 [yu1 ni2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-yuan1-001	yuan1	short_sentence	老师的知识十分渊博	VoxFlame authored candidate	渊博 [yuan1 bo2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-yuan1-002	yuan1	short_sentence	他学识渊博又谦和	VoxFlame authored candidate	渊博 [yuan1 bo2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	word-yuan1-渊博	yuan1	word	渊博	CC-CEDICT	渊博 [yuan1 bo2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-zang4-001	zang4	short_sentence	心脏正在规律跳动	VoxFlame authored candidate	心脏 [xin1 zang4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-zang4-002	zang4	short_sentence	适量运动保护心脏	VoxFlame authored candidate	心脏 [xin1 zang4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	word-zang4-心脏	zang4	word	心脏	CC-CEDICT	心脏 [xin1 zang4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-zha2-001	zha2	short_sentence	我点了一份炸鱼	VoxFlame authored candidate	炸鱼 [zha2 yu2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-zha2-002	zha2	short_sentence	炸鱼已经端上桌	VoxFlame authored candidate	炸鱼 [zha2 yu2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	word-zha2-炸鱼	zha2	word	炸鱼	CC-CEDICT	炸鱼 [zha2 yu2] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-875262	zhou3	short_sentence	不要把你的手肘放在桌子上。	Tatoeba	手肘 [shou3 zhou3] (CC-CEDICT whole-word reading)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-zhou3-001	zhou3	short_sentence	我的手肘有点酸	VoxFlame authored candidate	手肘 [shou3 zhou3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	word-zhou3-手肘	zhou3	word	手肘	CC-CEDICT	手肘 [shou3 zhou3] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-zuan1-001	zuan1	short_sentence	小猫钻进了纸箱	VoxFlame authored candidate	钻进 [zuan1 jin4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	sentence-authored-zuan1-002	zuan1	short_sentence	阳光钻进了窗缝	VoxFlame authored candidate	钻进 [zuan1 jin4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
9	word-zuan1-钻进	zuan1	word	钻进	CC-CEDICT	钻进 [zuan1 jin4] (CC-CEDICT)	pending	pending	pending	pending	pending	pending			
